timestamp,zone,occupancy,ambient_temp,equipment_power,cooling_need
2025-01-02 02:00:00,Office 1,0,16.37,0.62,0.62
2025-01-02 03:00:00,Lab A,1,18.58,0.5,0.62
2025-01-02 03:00:00,Lab B,1,18.01,0.86,0.98
2025-01-02 03:00:00,Clean Room,0,16.47,2.15,2.15
2025-01-02 03:00:00,Office 1,2,17.44,1.01,1.25
2025-01-02 04:00:00,Lab A,1,18.67,0.71,0.83
2025-01-02 04:00:00,Lab B,0,16.47,0.54,0.54
2025-01-02 04:00:00,Clean Room,2,18.19,2.21,2.45
2025-01-02 04:00:00,Office 1,2,18.0,0.91,1.15
2025-01-02 05:00:00,Lab A,0,18.99,0.38,0.38
2025-01-02 05:00:00,Lab B,1,17.55,0.91,1.03
2025-01-02 05:00:00,Clean Room,0,18.08,1.93,1.93
2025-01-02 05:00:00,Office 1,0,19.24,0.46,0.46
2025-01-02 06:00:00,Lab A,1,19.37,0.78,0.9
2025-01-02 06:00:00,Lab B,2,21.68,0.33,0.57
2025-01-02 06:00:00,Clean Room,1,19.98,2.12,2.24
2025-01-02 06:00:00,Office 1,2,20.49,0.39,0.63
2025-01-02 07:00:00,Lab A,0,22.85,0.41,0.84
2025-01-02 07:00:00,Lab B,0,20.67,0.23,0.23
2025-01-02 07:00:00,Clean Room,1,22.6,2.1,2.52
2025-01-02 07:00:00,Office 1,0,20.7,0.44,0.44
2025-01-02 08:00:00,Lab A,2,22.82,0.67,1.33
2025-01-02 08:00:00,Lab B,0,21.65,0.5,0.5
2025-01-02 08:00:00,Clean Room,2,21.49,1.96,2.2
2025-01-02 08:00:00,Office 1,0,22.16,0.55,0.63
2025-01-02 09:00:00,Lab A,19,22.84,2.4,5.1
2025-01-02 09:00:00,Lab B,19,25.35,2.48,6.44
2025-01-02 09:00:00,Clean Room,16,23.95,3.49,6.38
2025-01-02 09:00:00,Office 1,7,23.59,1.21,2.85
2025-01-02 10:00:00,Lab A,6,23.9,1.14,2.81
2025-01-02 10:00:00,Lab B,12,22.75,1.72,3.53
2025-01-02 10:00:00,Clean Room,8,22.88,2.52,3.92
2025-01-02 10:00:00,Office 1,6,24.62,1.06,3.09
2025-01-02 11:00:00,Lab A,19,24.17,2.67,6.03
2025-01-02 11:00:00,Lab B,11,22.49,1.53,3.09
2025-01-02 11:00:00,Clean Room,11,25.69,3.07,6.23
2025-01-02 11:00:00,Office 1,3,23.24,0.72,1.7
2025-01-02 12:00:00,Lab A,16,24.32,2.09,5.17
2025-01-02 12:00:00,Lab B,11,25.65,1.71,4.85
2025-01-02 12:00:00,Clean Room,18,25.52,4.11,8.03
2025-01-02 12:00:00,Office 1,2,24.45,0.21,1.67
2025-01-02 13:00:00,Lab A,10,24.49,1.59,4.03
2025-01-02 13:00:00,Lab B,10,22.93,1.62,3.29
2025-01-02 13:00:00,Clean Room,13,25.67,3.09,6.48
2025-01-02 13:00:00,Office 1,7,27.11,1.28,4.67
2025-01-02 14:00:00,Lab A,11,23.43,1.91,3.94
2025-01-02 14:00:00,Lab B,12,26.52,1.54,5.24
2025-01-02 14:00:00,Clean Room,12,24.79,2.99,5.83
2025-01-02 14:00:00,Office 1,5,25.36,0.64,2.92
2025-01-02 15:00:00,Lab A,15,22.21,1.85,3.75
2025-01-02 15:00:00,Lab B,5,23.88,1.38,2.91
2025-01-02 15:00:00,Clean Room,17,25.26,3.4,7.07
2025-01-02 15:00:00,Office 1,6,23.41,1.23,2.66
2025-01-02 16:00:00,Lab A,12,21.18,2.07,3.51
2025-01-02 16:00:00,Lab B,9,22.64,1.61,3.01
2025-01-02 16:00:00,Clean Room,5,22.43,2.44,3.26
2025-01-02 16:00:00,Office 1,4,22.84,0.9,1.8
2025-01-02 17:00:00,Lab A,10,19.58,1.77,2.97
2025-01-02 17:00:00,Lab B,5,21.55,1.25,1.85
2025-01-02 17:00:00,Clean Room,5,18.84,2.32,2.92
2025-01-02 17:00:00,Office 1,6,21.64,1.48,2.2
2025-01-02 18:00:00,Lab A,9,20.01,1.41,2.49
2025-01-02 18:00:00,Lab B,7,20.92,1.36,2.2
2025-01-02 18:00:00,Clean Room,18,19.69,3.48,5.64
2025-01-02 18:00:00,Office 1,5,19.15,0.81,1.41
2025-01-02 19:00:00,Lab A,1,19.42,0.38,0.5
2025-01-02 19:00:00,Lab B,1,17.88,0.54,0.66
2025-01-02 19:00:00,Clean Room,2,15.23,2.15,2.39
2025-01-02 19:00:00,Office 1,1,19.89,0.61,0.73
2025-01-02 20:00:00,Lab A,2,17.91,0.97,1.21
2025-01-02 20:00:00,Lab B,2,18.99,0.88,1.12
2025-01-02 20:00:00,Clean Room,1,17.73,2.26,2.38
2025-01-02 20:00:00,Office 1,1,18.56,0.25,0.37
2025-01-02 21:00:00,Lab A,1,15.6,0.62,0.74
2025-01-02 21:00:00,Lab B,2,16.66,0.27,0.51
2025-01-02 21:00:00,Clean Room,2,18.09,1.92,2.16
2025-01-02 21:00:00,Office 1,1,17.43,0.73,0.85
2025-01-02 22:00:00,Lab A,0,15.66,0.66,0.66
2025-01-02 22:00:00,Lab B,0,15.66,0.58,0.58
2025-01-02 22:00:00,Clean Room,2,16.05,1.93,2.17
2025-01-02 22:00:00,Office 1,0,16.04,0.31,0.31
2025-01-02 23:00:00,Lab A,0,15.11,0.69,0.69
2025-01-02 23:00:00,Lab B,2,15.25,0.77,1.01
2025-01-02 23:00:00,Clean Room,0,14.35,1.89,1.89
2025-01-02 23:00:00,Office 1,1,16.85,1.08,1.2
2025-01-03 00:00:00,Lab A,1,13.78,0.37,0.49
2025-01-03 00:00:00,Lab B,2,15.51,0.94,1.18
2025-01-03 00:00:00,Clean Room,0,13.77,2.01,2.01
2025-01-03 00:00:00,Office 1,2,15.18,0.54,0.78
2025-01-03 01:00:00,Lab A,1,15.97,0.61,0.73
2025-01-03 01:00:00,Lab B,1,13.66,0.87,0.99
2025-01-03 01:00:00,Clean Room,2,16.02,2.0,2.24
2025-01-03 01:00:00,Office 1,0,15.64,0.63,0.63
2025-01-03 02:00:00,Lab A,2,15.31,0.88,1.12
2025-01-03 02:00:00,Lab B,0,14.86,0.32,0.32
2025-01-03 02:00:00,Clean Room,0,15.93,1.74,1.74
2025-01-03 02:00:00,Office 1,0,15.02,0.28,0.28
2025-01-03 03:00:00,Lab A,1,16.68,0.78,0.9
2025-01-03 03:00:00,Lab B,2,16.46,1.0,1.24
2025-01-03 03:00:00,Clean Room,2,18.03,2.31,2.55
2025-01-03 03:00:00,Office 1,2,16.02,1.02,1.26
2025-01-03 04:00:00,Lab A,1,15.98,0.37,0.49
2025-01-03 04:00:00,Lab B,2,16.08,0.82,1.06
2025-01-03 04:00:00,Clean Room,0,17.53,2.03,2.03
2025-01-03 04:00:00,Office 1,1,17.29,0.14,0.26
2025-01-03 05:00:00,Lab A,2,18.11,0.53,0.77
2025-01-03 05:00:00,Lab B,2,18.88,0.88,1.12
2025-01-03 05:00:00,Clean Room,0,18.94,2.05,2.05
2025-01-03 05:00:00,Office 1,1,20.5,0.59,0.71
2025-01-03 06:00:00,Lab A,1,20.1,0.75,0.87
2025-01-03 06:00:00,Lab B,1,20.93,0.45,0.57
2025-01-03 06:00:00,Clean Room,2,20.64,2.04,2.28
2025-01-03 06:00:00,Office 1,1,20.99,0.75,0.87
2025-01-03 07:00:00,Lab A,0,20.15,0.55,0.55
2025-01-03 07:00:00,Lab B,1,20.64,0.61,0.73
2025-01-03 07:00:00,Clean Room,1,23.36,1.71,2.51
2025-01-03 07:00:00,Office 1,0,20.69,0.65,0.65
2025-01-03 08:00:00,Lab A,2,24.89,0.58,2.26
2025-01-03 08:00:00,Lab B,1,23.08,0.56,1.22
2025-01-03 08:00:00,Clean Room,0,21.94,2.3,2.3
2025-01-03 08:00:00,Office 1,2,22.67,0.72,1.29
2025-01-03 09:00:00,Lab A,10,23.62,1.47,3.48
2025-01-03 09:00:00,Lab B,16,24.07,2.24,5.19
2025-01-03 09:00:00,Clean Room,9,23.22,2.84,4.52
2025-01-03 09:00:00,Office 1,7,24.19,0.94,2.88
2025-01-03 10:00:00,Lab A,13,25.2,1.73,4.9
2025-01-03 10:00:00,Lab B,12,23.83,2.08,4.44
2025-01-03 10:00:00,Clean Room,10,23.65,2.55,4.58
2025-01-03 10:00:00,Office 1,2,22.0,1.0,1.24
2025-01-03 11:00:00,Lab A,11,25.16,1.56,4.45
2025-01-03 11:00:00,Lab B,12,24.08,1.71,4.19
2025-01-03 11:00:00,Clean Room,10,23.94,3.06,5.23
2025-01-03 11:00:00,Office 1,3,26.04,0.62,3.01
2025-01-03 12:00:00,Lab A,17,25.34,2.12,5.83
2025-01-03 12:00:00,Lab B,15,26.71,1.99,6.15
2025-01-03 12:00:00,Clean Room,5,24.51,2.58,4.44
2025-01-03 12:00:00,Office 1,2,25.97,0.84,3.07
2025-01-03 13:00:00,Lab A,14,24.9,1.8,4.94
2025-01-03 13:00:00,Lab B,10,26.47,1.49,4.93
2025-01-03 13:00:00,Clean Room,9,26.12,2.81,5.95
2025-01-03 13:00:00,Office 1,6,22.26,1.02,1.87
2025-01-03 14:00:00,Lab A,7,25.2,1.47,3.91
2025-01-03 14:00:00,Lab B,15,26.04,2.1,5.92
2025-01-03 14:00:00,Clean Room,14,23.27,3.3,5.61
2025-01-03 14:00:00,Office 1,8,23.15,1.16,2.7
2025-01-03 15:00:00,Lab A,16,24.19,2.09,5.1
2025-01-03 15:00:00,Lab B,12,23.27,1.61,3.69
2025-01-03 15:00:00,Clean Room,12,25.32,3.32,6.42
2025-01-03 15:00:00,Office 1,2,22.93,0.96,1.67
2025-01-03 16:00:00,Lab A,12,24.09,1.6,4.08
2025-01-03 16:00:00,Lab B,14,22.17,1.81,3.57
2025-01-03 16:00:00,Clean Room,9,25.04,3.0,5.6
2025-01-03 16:00:00,Office 1,3,23.9,0.66,1.97
2025-01-03 17:00:00,Lab A,13,20.28,1.47,3.03
2025-01-03 17:00:00,Lab B,15,19.74,1.44,3.24
2025-01-03 17:00:00,Clean Room,16,19.79,3.55,5.47
2025-01-03 17:00:00,Office 1,2,21.1,0.76,1.0
2025-01-03 18:00:00,Lab A,12,17.3,1.69,3.13
2025-01-03 18:00:00,Lab B,15,21.04,1.86,3.66
2025-01-03 18:00:00,Clean Room,8,18.98,2.9,3.86
2025-01-03 18:00:00,Office 1,7,22.28,0.87,1.85
2025-01-03 19:00:00,Lab A,0,21.28,0.51,0.51
2025-01-03 19:00:00,Lab B,2,17.34,0.32,0.56
2025-01-03 19:00:00,Clean Room,0,18.26,1.58,1.58
2025-01-03 19:00:00,Office 1,2,18.67,0.59,0.83
2025-01-03 20:00:00,Lab A,0,18.89,0.0,0.0
2025-01-03 20:00:00,Lab B,2,18.75,0.29,0.53
2025-01-03 20:00:00,Clean Room,2,17.2,2.06,2.3
2025-01-03 20:00:00,Office 1,1,17.35,0.71,0.83
2025-01-03 21:00:00,Lab A,0,16.53,0.69,0.69
2025-01-03 21:00:00,Lab B,0,17.4,0.75,0.75
2025-01-03 21:00:00,Clean Room,2,14.84,2.27,2.51
2025-01-03 21:00:00,Office 1,2,16.56,0.67,0.91
2025-01-03 22:00:00,Lab A,1,15.81,0.8,0.92
2025-01-03 22:00:00,Lab B,0,16.92,0.58,0.58
2025-01-03 22:00:00,Clean Room,2,15.39,1.99,2.23
2025-01-03 22:00:00,Office 1,1,14.0,0.95,1.07
2025-01-03 23:00:00,Lab A,2,15.4,0.85,1.09
2025-01-03 23:00:00,Lab B,2,14.47,0.42,0.66
2025-01-03 23:00:00,Clean Room,0,16.36,1.87,1.87
2025-01-03 23:00:00,Office 1,1,13.42,0.49,0.61
2025-01-04 00:00:00,Lab A,1,14.46,0.68,0.8
2025-01-04 00:00:00,Lab B,2,15.28,0.71,0.95
2025-01-04 00:00:00,Clean Room,2,14.66,2.47,2.71
2025-01-04 00:00:00,Office 1,1,16.7,0.62,0.74
2025-01-04 01:00:00,Lab A,1,13.82,0.75,0.87
2025-01-04 01:00:00,Lab B,1,14.17,0.97,1.09
2025-01-04 01:00:00,Clean Room,2,13.88,2.22,2.46
2025-01-04 01:00:00,Office 1,0,16.12,0.61,0.61
2025-01-04 02:00:00,Lab A,1,15.66,0.87,0.99
2025-01-04 02:00:00,Lab B,1,17.68,0.74,0.86
2025-01-04 02:00:00,Clean Room,1,15.11,2.16,2.28
2025-01-04 02:00:00,Office 1,0,15.93,0.7,0.7
2025-01-04 03:00:00,Lab A,0,15.46,0.6,0.6
2025-01-04 03:00:00,Lab B,1,16.14,0.83,0.95
2025-01-04 03:00:00,Clean Room,1,15.84,2.11,2.23
2025-01-04 03:00:00,Office 1,2,16.12,0.74,0.98
2025-01-04 04:00:00,Lab A,2,16.89,0.42,0.66
2025-01-04 04:00:00,Lab B,2,18.84,0.52,0.76
2025-01-04 04:00:00,Clean Room,2,18.04,2.23,2.47
2025-01-04 04:00:00,Office 1,0,17.99,0.54,0.54
2025-01-04 05:00:00,Lab A,2,16.95,0.68,0.92
2025-01-04 05:00:00,Lab B,2,19.31,0.4,0.64
2025-01-04 05:00:00,Clean Room,1,19.08,1.89,2.01
2025-01-04 05:00:00,Office 1,2,18.67,1.05,1.29
2025-01-04 06:00:00,Lab A,2,19.06,1.16,1.4
2025-01-04 06:00:00,Lab B,2,20.5,0.81,1.05
2025-01-04 06:00:00,Clean Room,2,20.62,1.89,2.13
2025-01-04 06:00:00,Office 1,0,20.99,0.38,0.38
2025-01-04 07:00:00,Lab A,1,19.97,0.55,0.67
2025-01-04 07:00:00,Lab B,0,22.58,0.64,0.93
2025-01-04 07:00:00,Clean Room,0,22.13,2.09,2.16
2025-01-04 07:00:00,Office 1,2,21.56,0.85,1.09
2025-01-04 08:00:00,Lab A,1,23.32,0.63,1.41
2025-01-04 08:00:00,Lab B,2,22.86,0.58,1.25
2025-01-04 08:00:00,Clean Room,1,22.46,2.24,2.59
2025-01-04 08:00:00,Office 1,2,22.43,0.57,1.02
2025-01-04 09:00:00,Lab A,16,22.13,2.2,4.19
2025-01-04 09:00:00,Lab B,15,24.55,1.99,5.07
2025-01-04 09:00:00,Clean Room,16,24.79,3.42,6.74
2025-01-04 09:00:00,Office 1,5,24.87,1.06,3.1
2025-01-04 10:00:00,Lab A,6,23.68,1.31,2.87
2025-01-04 10:00:00,Lab B,16,21.68,2.25,4.17
2025-01-04 10:00:00,Clean Room,7,24.41,2.91,4.96
2025-01-04 10:00:00,Office 1,9,24.31,1.29,3.52
2025-01-04 11:00:00,Lab A,11,24.38,1.89,4.4
2025-01-04 11:00:00,Lab B,5,26.57,1.03,3.92
2025-01-04 11:00:00,Clean Room,18,24.53,3.64,7.06
2025-01-04 11:00:00,Office 1,6,25.28,1.25,3.61
2025-01-04 12:00:00,Lab A,5,24.97,1.05,3.13
2025-01-04 12:00:00,Lab B,15,24.05,1.94,4.77
2025-01-04 12:00:00,Clean Room,12,24.83,3.03,5.89
2025-01-04 12:00:00,Office 1,7,25.24,1.39,3.85
2025-01-04 13:00:00,Lab A,8,23.71,1.38,3.19
2025-01-04 13:00:00,Lab B,17,24.68,2.07,5.45
2025-01-04 13:00:00,Clean Room,17,26.0,4.02,8.06
2025-01-04 13:00:00,Office 1,3,24.41,0.78,2.35
2025-01-04 14:00:00,Lab A,9,23.69,1.64,3.56
2025-01-04 14:00:00,Lab B,13,23.08,1.91,4.01
2025-01-04 14:00:00,Clean Room,6,23.96,2.37,4.06
2025-01-04 14:00:00,Office 1,4,24.5,0.9,2.63
2025-01-04 15:00:00,Lab A,12,22.98,1.83,3.76
2025-01-04 15:00:00,Lab B,15,21.29,1.82,3.62
2025-01-04 15:00:00,Clean Room,9,24.08,3.12,5.24
2025-01-04 15:00:00,Office 1,5,22.63,1.19,2.11
2025-01-04 16:00:00,Lab A,9,21.12,1.25,2.33
2025-01-04 16:00:00,Lab B,9,22.55,1.27,2.63
2025-01-04 16:00:00,Clean Room,9,23.19,2.69,4.37
2025-01-04 16:00:00,Office 1,4,22.54,1.11,1.86
2025-01-04 17:00:00,Lab A,6,20.8,1.31,2.03
2025-01-04 17:00:00,Lab B,5,22.4,1.03,1.83
2025-01-04 17:00:00,Clean Room,12,21.53,3.26,4.7
2025-01-04 17:00:00,Office 1,9,20.66,1.31,2.39
2025-01-04 18:00:00,Lab A,13,20.82,1.9,3.46
2025-01-04 18:00:00,Lab B,9,19.07,1.52,2.6
2025-01-04 18:00:00,Clean Room,18,19.63,3.63,5.79
2025-01-04 18:00:00,Office 1,5,21.57,1.07,1.67
2025-01-04 19:00:00,Lab A,0,18.9,0.51,0.51
2025-01-04 19:00:00,Lab B,0,18.42,0.32,0.32
2025-01-04 19:00:00,Clean Room,1,18.4,2.14,2.26
2025-01-04 19:00:00,Office 1,1,18.66,0.53,0.65
2025-01-04 20:00:00,Lab A,1,18.71,0.31,0.43
2025-01-04 20:00:00,Lab B,1,18.27,0.74,0.86
2025-01-04 20:00:00,Clean Room,1,18.25,2.3,2.42
2025-01-04 20:00:00,Office 1,2,18.7,0.4,0.64
2025-01-04 21:00:00,Lab A,2,15.88,1.08,1.32
2025-01-04 21:00:00,Lab B,2,16.83,0.59,0.83
2025-01-04 21:00:00,Clean Room,2,17.6,2.11,2.35
2025-01-04 21:00:00,Office 1,1,15.91,0.98,1.1
2025-01-04 22:00:00,Lab A,2,16.35,0.69,0.93
2025-01-04 22:00:00,Lab B,2,14.44,0.66,0.9
2025-01-04 22:00:00,Clean Room,1,15.13,2.28,2.4
2025-01-04 22:00:00,Office 1,2,14.95,0.85,1.09
2025-01-04 23:00:00,Lab A,0,14.95,0.27,0.27
2025-01-04 23:00:00,Lab B,1,13.32,0.49,0.61
2025-01-04 23:00:00,Clean Room,0,14.93,2.07,2.07
2025-01-04 23:00:00,Office 1,1,15.52,0.54,0.66
2025-01-05 00:00:00,Lab A,1,14.92,0.82,0.94
2025-01-05 00:00:00,Lab B,1,14.84,0.36,0.48
2025-01-05 00:00:00,Clean Room,0,15.64,2.27,2.27
2025-01-05 00:00:00,Office 1,1,14.84,0.33,0.45
2025-01-05 01:00:00,Lab A,1,14.49,0.96,1.08
2025-01-05 01:00:00,Lab B,1,14.6,0.51,0.63
2025-01-05 01:00:00,Clean Room,2,13.58,2.31,2.55
2025-01-05 01:00:00,Office 1,1,17.13,0.52,0.64
2025-01-05 02:00:00,Lab A,2,18.14,0.6,0.84
2025-01-05 02:00:00,Lab B,1,16.46,0.69,0.81
2025-01-05 02:00:00,Clean Room,2,15.93,2.29,2.53
2025-01-05 02:00:00,Office 1,0,15.41,0.42,0.42
2025-01-05 03:00:00,Lab A,1,16.14,0.61,0.73
2025-01-05 03:00:00,Lab B,1,17.97,0.78,0.9
2025-01-05 03:00:00,Clean Room,0,16.53,1.84,1.84
2025-01-05 03:00:00,Office 1,1,16.2,0.58,0.7
2025-01-05 04:00:00,Lab A,2,16.5,0.64,0.88
2025-01-05 04:00:00,Lab B,2,18.13,0.5,0.74
2025-01-05 04:00:00,Clean Room,0,17.01,1.91,1.91
2025-01-05 04:00:00,Office 1,0,17.71,0.68,0.68
2025-01-05 05:00:00,Lab A,1,18.77,0.47,0.59
2025-01-05 05:00:00,Lab B,2,19.97,0.81,1.05
2025-01-05 05:00:00,Clean Room,1,18.82,2.29,2.41
2025-01-05 05:00:00,Office 1,2,18.61,1.0,1.24
2025-01-05 06:00:00,Lab A,2,21.74,0.74,0.98
2025-01-05 06:00:00,Lab B,0,20.65,0.81,0.81
2025-01-05 06:00:00,Clean Room,2,22.37,2.12,2.54
2025-01-05 06:00:00,Office 1,2,20.52,0.59,0.83
2025-01-05 07:00:00,Lab A,2,21.8,0.3,0.54
2025-01-05 07:00:00,Lab B,2,20.17,0.81,1.05
2025-01-05 07:00:00,Clean Room,2,20.88,1.92,2.16
2025-01-05 07:00:00,Office 1,1,21.04,0.27,0.39
2025-01-05 08:00:00,Lab A,0,22.41,0.6,0.8
2025-01-05 08:00:00,Lab B,1,21.27,0.31,0.43
2025-01-05 08:00:00,Clean Room,1,22.72,2.31,2.79
2025-01-05 08:00:00,Office 1,1,22.39,0.96,1.27
2025-01-05 09:00:00,Lab A,11,24.85,1.69,4.43
2025-01-05 09:00:00,Lab B,10,24.19,1.18,3.48
2025-01-05 09:00:00,Clean Room,6,22.26,2.29,3.14
2025-01-05 09:00:00,Office 1,4,24.91,1.06,2.99
2025-01-05 10:00:00,Lab A,18,23.85,2.58,5.66
2025-01-05 10:00:00,Lab B,18,23.78,2.17,5.22
2025-01-05 10:00:00,Clean Room,10,21.72,3.08,4.28
2025-01-05 10:00:00,Office 1,5,22.68,0.99,1.93
2025-01-05 11:00:00,Lab A,11,26.44,1.27,4.81
2025-01-05 11:00:00,Lab B,10,25.98,1.15,4.34
2025-01-05 11:00:00,Clean Room,16,23.5,3.81,6.49
2025-01-05 11:00:00,Office 1,8,25.64,1.05,3.83
