timestamp,hour,day_of_week,is_weekend,electricity_usage,is_event,day_type
2024-01-02 13:00:00,13,1,0,16.15379792741896,0,Weekday
2024-01-02 14:00:00,14,1,0,15.370500703893645,0,Weekday
2024-01-02 15:00:00,15,1,0,14.465569604148158,0,Weekday
2024-01-02 16:00:00,16,1,0,15.327748295908984,0,Weekday
2024-01-02 17:00:00,17,1,0,30.59956231090768,0,Weekday
2024-01-02 18:00:00,18,1,0,34.75627954752187,0,Weekday
2024-01-02 19:00:00,19,1,0,43.306650376975675,0,Weekday
2024-01-02 20:00:00,20,1,0,39.95935949922134,0,Weekday
2024-01-02 21:00:00,21,1,0,42.09296604308976,0,Weekday
2024-01-02 22:00:00,22,1,0,40.94926171669256,0,Weekday
2024-01-02 23:00:00,23,1,0,9.425044989859064,0,Weekday
2024-01-03 00:00:00,0,2,0,5.27001973476965,0,Weekday
2024-01-03 01:00:00,1,2,0,4.80181127642999,0,Weekday
2024-01-03 02:00:00,2,2,0,4.60317191247421,0,Weekday
2024-01-03 03:00:00,3,2,0,5.261053897838318,0,Weekday
2024-01-03 04:00:00,4,2,0,3.811383829555967,0,Weekday
2024-01-03 05:00:00,5,2,0,6.56938186543468,0,Weekday
2024-01-03 06:00:00,6,2,0,5.636199002326434,0,Weekday
2024-01-03 07:00:00,7,2,0,15.452772846306582,0,Weekday
2024-01-03 08:00:00,8,2,0,14.937408930804981,0,Weekday
2024-01-03 09:00:00,9,2,0,17.907588225076267,0,Weekday
2024-01-03 10:00:00,10,2,0,14.547825461619045,0,Weekday
2024-01-03 11:00:00,11,2,0,15.183108281818528,0,Weekday
2024-01-03 12:00:00,12,2,0,13.140222004780988,0,Weekday
2024-01-03 13:00:00,13,2,0,14.056164246515962,0,Weekday
2024-01-03 14:00:00,14,2,0,16.03467817790375,0,Weekday
2024-01-03 15:00:00,15,2,0,14.3100789230459,0,Weekday
2024-01-03 16:00:00,16,2,0,15.164302019219187,0,Weekday
2024-01-03 17:00:00,17,2,0,41.371501207860874,0,Weekday
2024-01-03 18:00:00,18,2,0,42.24005638856793,0,Weekday
2024-01-03 19:00:00,19,2,0,35.4688967445711,0,Weekday
2024-01-03 20:00:00,20,2,0,38.42426140385667,0,Weekday
2024-01-03 21:00:00,21,2,0,44.093051942710126,0,Weekday
2024-01-03 22:00:00,22,2,0,40.65797914222064,0,Weekday
2024-01-03 23:00:00,23,2,0,9.288020637957855,0,Weekday
2024-01-04 00:00:00,0,3,0,4.951037800762842,0,Weekday
2024-01-04 01:00:00,1,3,0,4.737156217907949,0,Weekday
2024-01-04 02:00:00,2,3,0,5.020555612873457,0,Weekday
2024-01-04 03:00:00,3,3,0,5.381501926961206,0,Weekday
2024-01-04 04:00:00,4,3,0,4.510882159510679,0,Weekday
2024-01-04 05:00:00,5,3,0,4.640965888100184,0,Weekday
2024-01-04 06:00:00,6,3,0,4.840954845653498,0,Weekday
2024-01-04 07:00:00,7,3,0,16.36868560608583,0,Weekday
2024-01-04 08:00:00,8,3,0,11.4891444277903,0,Weekday
2024-01-04 09:00:00,9,3,0,16.664644932365103,0,Weekday
2024-01-04 10:00:00,10,3,0,14.972795479735003,0,Weekday
2024-01-04 11:00:00,11,3,0,16.028613480458798,0,Weekday
2024-01-04 12:00:00,12,3,0,16.19612700088752,0,Weekday
2024-01-04 13:00:00,13,3,0,15.433652495483406,0,Weekday
2024-01-04 14:00:00,14,3,0,13.686847361832518,0,Weekday
2024-01-04 15:00:00,15,3,0,15.345567384669824,0,Weekday
2024-01-04 16:00:00,16,3,0,17.83212495023395,0,Weekday
2024-01-04 17:00:00,17,3,0,47.03673792171357,0,Weekday
2024-01-04 18:00:00,18,3,0,42.19169149805437,0,Weekday
2024-01-04 19:00:00,19,3,0,44.46869107079588,0,Weekday
2024-01-04 20:00:00,20,3,0,42.17460471011857,0,Weekday
2024-01-04 21:00:00,21,3,0,43.97667171356327,0,Weekday
2024-01-04 22:00:00,22,3,0,37.35749109732198,0,Weekday
2024-01-04 23:00:00,23,3,0,9.298033350727556,0,Weekday
2024-01-05 00:00:00,0,4,0,5.334402520195933,0,Weekday
2024-01-05 01:00:00,1,4,0,4.355157103642111,0,Weekday
2024-01-05 02:00:00,2,4,0,4.932580796337656,0,Weekday
2024-01-05 03:00:00,3,4,0,4.911426559025087,0,Weekday
2024-01-05 04:00:00,4,4,0,3.576076203279122,0,Weekday
2024-01-05 05:00:00,5,4,0,5.431352976587366,0,Weekday
2024-01-05 06:00:00,6,4,0,4.376013984723336,0,Weekday
2024-01-05 07:00:00,7,4,0,13.770969811565392,0,Weekday
2024-01-05 08:00:00,8,4,0,13.366110845208325,0,Weekday
2024-01-05 09:00:00,9,4,0,12.878573697207871,0,Weekday
2024-01-05 10:00:00,10,4,0,13.380648417349544,0,Weekday
2024-01-05 11:00:00,11,4,0,14.683479941521432,0,Weekday
2024-01-05 12:00:00,12,4,0,14.471600013824187,0,Weekday
2024-01-05 13:00:00,13,4,0,12.739550890247873,0,Weekday
2024-01-05 14:00:00,14,4,0,16.442846997574957,0,Weekday
2024-01-05 15:00:00,15,4,0,12.889480702443048,0,Weekday
2024-01-05 16:00:00,16,4,0,16.186182385969513,0,Weekday
2024-01-05 17:00:00,17,4,0,40.986712019812984,0,Weekday
2024-01-05 18:00:00,18,4,0,40.25185674201701,0,Weekday
2024-01-05 19:00:00,19,4,0,41.30967998086903,0,Weekday
2024-01-05 20:00:00,20,4,0,41.690228531382836,0,Weekday
2024-01-05 21:00:00,21,4,0,34.24560192268091,0,Weekday
2024-01-05 22:00:00,22,4,0,45.08168077559823,0,Weekday
2024-01-05 23:00:00,23,4,0,8.826846564902091,0,Weekday
2024-01-06 00:00:00,0,5,1,6.406299930542208,0,Weekend
2024-01-06 01:00:00,1,5,1,7.7440569560660215,0,Weekend
2024-01-06 02:00:00,2,5,1,5.881168275653255,0,Weekend
2024-01-06 03:00:00,3,5,1,7.71956766024629,0,Weekend
2024-01-06 04:00:00,4,5,1,8.006045362747729,0,Weekend
2024-01-06 05:00:00,5,5,1,6.5570600436668345,0,Weekend
2024-01-06 06:00:00,6,5,1,8.044155410131768,0,Weekend
2024-01-06 07:00:00,7,5,1,25.181367277336157,0,Weekend
2024-01-06 08:00:00,8,5,1,24.43995730107141,0,Weekend
2024-01-06 09:00:00,9,5,1,21.738676644743453,0,Weekend
2024-01-06 10:00:00,10,5,1,22.971788628769463,0,Weekend
2024-01-06 11:00:00,11,5,1,21.215492362182804,0,Weekend
2024-01-06 12:00:00,12,5,1,22.17104827215932,0,Weekend
2024-01-06 13:00:00,13,5,1,20.320943501467408,0,Weekend
2024-01-06 14:00:00,14,5,1,19.659705925096233,0,Weekend
2024-01-06 15:00:00,15,5,1,20.732693191768313,0,Weekend
2024-01-06 16:00:00,16,5,1,21.92233105367516,0,Weekend
2024-01-06 17:00:00,17,5,1,58.81237379249421,0,Weekend
2024-01-06 18:00:00,18,5,1,57.19872933682193,0,Weekend
2024-01-06 19:00:00,19,5,1,52.77184149581588,0,Weekend
2024-01-06 20:00:00,20,5,1,71.2736589631159,0,Weekend
2024-01-06 21:00:00,21,5,1,58.87843473340775,0,Weekend
2024-01-06 22:00:00,22,5,1,53.0895549023237,0,Weekend
2024-01-06 23:00:00,23,5,1,12.331244954745213,0,Weekend
2024-01-07 00:00:00,0,6,1,6.932357049313018,0,Weekend
2024-01-07 01:00:00,1,6,1,7.413520194733489,0,Weekend
2024-01-07 02:00:00,2,6,1,7.26934829704148,0,Weekend
2024-01-07 03:00:00,3,6,1,7.331722149966758,0,Weekend
2024-01-07 04:00:00,4,6,1,7.2038332677528585,0,Weekend
2024-01-07 05:00:00,5,6,1,8.161694838402688,0,Weekend
2024-01-07 06:00:00,6,6,1,6.993349405207568,0,Weekend
2024-01-07 07:00:00,7,6,1,24.048736044203043,0,Weekend
2024-01-07 08:00:00,8,6,1,24.902959513253176,0,Weekend
2024-01-07 09:00:00,9,6,1,22.968638814192197,0,Weekend
2024-01-07 10:00:00,10,6,1,20.35978518260184,0,Weekend
2024-01-07 11:00:00,11,6,1,26.07314274966838,0,Weekend
2024-01-07 12:00:00,12,6,1,22.609483237855763,0,Weekend
2024-01-07 13:00:00,13,6,1,23.531640735059007,0,Weekend
2024-01-07 14:00:00,14,6,1,19.95478725022301,0,Weekend
2024-01-07 15:00:00,15,6,1,22.070102958106876,0,Weekend
2024-01-07 16:00:00,16,6,1,20.575427856117383,0,Weekend
2024-01-07 17:00:00,17,6,1,49.81969506292075,0,Weekend
2024-01-07 18:00:00,18,6,1,62.81659986396569,0,Weekend
2024-01-07 19:00:00,19,6,1,58.05780852997135,0,Weekend
2024-01-07 20:00:00,20,6,1,57.21590259641011,0,Weekend
2024-01-07 21:00:00,21,6,1,50.03696280693754,0,Weekend
2024-01-07 22:00:00,22,6,1,39.86191273086651,0,Weekend
2024-01-07 23:00:00,23,6,1,14.751839629963307,0,Weekend
2024-01-08 00:00:00,0,0,0,5.638259334541562,0,Weekday
2024-01-08 01:00:00,1,0,0,5.944548638426589,0,Weekday
2024-01-08 02:00:00,2,0,0,5.405496849522341,0,Weekday
2024-01-08 03:00:00,3,0,0,5.169653768369392,0,Weekday
2024-01-08 04:00:00,4,0,0,4.581203123931855,0,Weekday
2024-01-08 05:00:00,5,0,0,5.178773922959971,0,Weekday
2024-01-08 06:00:00,6,0,0,4.837536728827523,0,Weekday
2024-01-08 07:00:00,7,0,0,16.782947141942046,0,Weekday
2024-01-08 08:00:00,8,0,0,15.086897421211349,0,Weekday
2024-01-08 09:00:00,9,0,0,18.06374060173892,0,Weekday
2024-01-08 10:00:00,10,0,0,13.907389507660582,0,Weekday
2024-01-08 11:00:00,11,0,0,14.911860339192003,0,Weekday
2024-01-08 12:00:00,12,0,0,15.455707779559217,0,Weekday
2024-01-08 13:00:00,13,0,0,15.62714088483404,0,Weekday
2024-01-08 14:00:00,14,0,0,16.839695120031962,0,Weekday
2024-01-08 15:00:00,15,0,0,15.649324910696702,0,Weekday
2024-01-08 16:00:00,16,0,0,15.777462873796958,0,Weekday
2024-01-08 17:00:00,17,0,0,46.81106853103673,0,Weekday
2024-01-08 18:00:00,18,0,0,32.47271686468876,0,Weekday
2024-01-08 19:00:00,19,0,0,38.61155283624067,0,Weekday
2024-01-08 20:00:00,20,0,0,35.0709284383913,0,Weekday
2024-01-08 21:00:00,21,0,0,44.16222136837194,0,Weekday
2024-01-08 22:00:00,22,0,0,43.66376892650556,0,Weekday
2024-01-08 23:00:00,23,0,0,9.97583010628399,0,Weekday
2024-01-09 00:00:00,0,1,0,5.307230930728526,0,Weekday
2024-01-09 01:00:00,1,1,0,4.95641473157497,0,Weekday
2024-01-09 02:00:00,2,1,0,5.581998655461651,0,Weekday
2024-01-09 03:00:00,3,1,0,5.600217479494563,0,Weekday
2024-01-09 04:00:00,4,1,0,5.449218587422599,0,Weekday
2024-01-09 05:00:00,5,1,0,5.40507565693102,0,Weekday
2024-01-09 06:00:00,6,1,0,4.813209177173193,0,Weekday
2024-01-09 07:00:00,7,1,0,17.243630474486295,0,Weekday
2024-01-09 08:00:00,8,1,0,16.623512759165603,0,Weekday
2024-01-09 09:00:00,9,1,0,16.68053238503061,0,Weekday
2024-01-09 10:00:00,10,1,0,13.112464918558864,0,Weekday
2024-01-09 11:00:00,11,1,0,14.0896807534937,0,Weekday
2024-01-09 12:00:00,12,1,0,14.455282411390765,0,Weekday
2024-01-09 13:00:00,13,1,0,14.779005333265934,0,Weekday
2024-01-09 14:00:00,14,1,0,16.272824162186474,0,Weekday
2024-01-09 15:00:00,15,1,0,14.879922966065623,0,Weekday
2024-01-09 16:00:00,16,1,0,15.444593480120924,0,Weekday
2024-01-09 17:00:00,17,1,0,39.7293154591581,0,Weekday
2024-01-09 18:00:00,18,1,0,33.858892362629945,0,Weekday
2024-01-09 19:00:00,19,1,0,32.85702046504304,0,Weekday
2024-01-09 20:00:00,20,1,0,44.74427875523081,0,Weekday
2024-01-09 21:00:00,21,1,0,51.258546659110465,0,Weekday
2024-01-09 22:00:00,22,1,0,32.445153923905,0,Weekday
2024-01-09 23:00:00,23,1,0,9.79081051558586,0,Weekday
2024-01-10 00:00:00,0,2,0,4.309543777739881,0,Weekday
2024-01-10 01:00:00,1,2,0,5.192023061458778,0,Weekday
2024-01-10 02:00:00,2,2,0,4.8681806769743226,0,Weekday
2024-01-10 03:00:00,3,2,0,5.878483902862468,0,Weekday
2024-01-10 04:00:00,4,2,0,4.620890617975471,0,Weekday
2024-01-10 05:00:00,5,2,0,5.217684117127304,0,Weekday
2024-01-10 06:00:00,6,2,0,5.2926230429525205,0,Weekday
2024-01-10 07:00:00,7,2,0,17.174397085021283,0,Weekday
2024-01-10 08:00:00,8,2,0,13.121463829614747,0,Weekday
2024-01-10 09:00:00,9,2,0,13.98121881969556,0,Weekday
2024-01-10 10:00:00,10,2,0,16.151065383233625,0,Weekday
2024-01-10 11:00:00,11,2,0,14.66441183657732,0,Weekday
2024-01-10 12:00:00,12,2,0,14.433123465184867,0,Weekday
2024-01-10 13:00:00,13,2,0,14.06447043908948,0,Weekday
2024-01-10 14:00:00,14,2,0,16.73254979665301,0,Weekday
2024-01-10 15:00:00,15,2,0,16.03632431649443,0,Weekday
2024-01-10 16:00:00,16,2,0,15.845808501787351,0,Weekday
2024-01-10 17:00:00,17,2,0,38.900536152964634,0,Weekday
2024-01-10 18:00:00,18,2,0,41.56484566249684,0,Weekday
2024-01-10 19:00:00,19,2,0,43.05256001139821,0,Weekday
2024-01-10 20:00:00,20,2,0,40.836494385694934,0,Weekday
2024-01-10 21:00:00,21,2,0,49.893553328789785,0,Weekday
2024-01-10 22:00:00,22,2,0,31.319191649828642,0,Weekday
2024-01-10 23:00:00,23,2,0,8.761691114628288,0,Weekday
2024-01-11 00:00:00,0,3,0,5.905484688319331,0,Weekday
2024-01-11 01:00:00,1,3,0,5.116323237556145,0,Weekday
2024-01-11 02:00:00,2,3,0,4.539611327585492,0,Weekday
2024-01-11 03:00:00,3,3,0,4.803097137581327,0,Weekday
2024-01-11 04:00:00,4,3,0,5.668244588486959,0,Weekday
2024-01-11 05:00:00,5,3,0,5.00914752949796,0,Weekday
2024-01-11 06:00:00,6,3,0,4.831797894821049,0,Weekday
2024-01-11 07:00:00,7,3,0,16.903875670451836,0,Weekday
2024-01-11 08:00:00,8,3,0,13.607294648911804,0,Weekday
2024-01-11 09:00:00,9,3,0,12.756746228735901,0,Weekday
2024-01-11 10:00:00,10,3,0,13.914765478384092,0,Weekday
2024-01-11 11:00:00,11,3,0,14.235486664338785,0,Weekday
2024-01-11 12:00:00,12,3,0,15.355186261371006,0,Weekday
2024-01-11 13:00:00,13,3,0,15.055989843791657,0,Weekday
2024-01-11 14:00:00,14,3,0,15.869676803150211,0,Weekday
2024-01-11 15:00:00,15,3,0,16.48338202714071,0,Weekday
2024-01-11 16:00:00,16,3,0,13.768132126456509,0,Weekday
2024-01-11 17:00:00,17,3,0,39.42123336592149,0,Weekday
2024-01-11 18:00:00,18,3,0,39.863519159316716,0,Weekday
2024-01-11 19:00:00,19,3,0,37.597724989190816,0,Weekday
2024-01-11 20:00:00,20,3,0,34.443316244261865,0,Weekday
2024-01-11 21:00:00,21,3,0,44.01708270550625,0,Weekday
2024-01-11 22:00:00,22,3,0,40.08265475168873,0,Weekday
2024-01-11 23:00:00,23,3,0,9.017755300101829,0,Weekday
2024-01-12 00:00:00,0,4,0,4.666661791239726,1,Event
2024-01-12 01:00:00,1,4,0,5.874429844430868,1,Event
2024-01-12 02:00:00,2,4,0,5.657808322674297,1,Event
2024-01-12 03:00:00,3,4,0,5.174248267095901,1,Event
2024-01-12 04:00:00,4,4,0,5.229710060384844,1,Event
2024-01-12 05:00:00,5,4,0,5.026577355201403,1,Event
2024-01-12 06:00:00,6,4,0,4.80482818294045,1,Event
2024-01-12 07:00:00,7,4,0,14.815386876563007,1,Event
2024-01-12 08:00:00,8,4,0,16.08809053705325,1,Event
2024-01-12 09:00:00,9,4,0,13.574030777008936,1,Event
2024-01-12 10:00:00,10,4,0,15.465541955657292,1,Event
2024-01-12 11:00:00,11,4,0,14.04208215382099,1,Event
2024-01-12 12:00:00,12,4,0,14.930657615822428,1,Event
2024-01-12 13:00:00,13,4,0,15.915971367897953,1,Event
2024-01-12 14:00:00,14,4,0,16.514606580008515,1,Event
2024-01-12 15:00:00,15,4,0,14.768487388625385,1,Event
2024-01-12 16:00:00,16,4,0,14.295992484910988,1,Event
2024-01-12 17:00:00,17,4,0,43.38476515005093,1,Event
2024-01-12 18:00:00,18,4,0,81.05753822363062,1,Event
2024-01-12 19:00:00,19,4,0,89.07869199783732,1,Event
2024-01-12 20:00:00,20,4,0,85.6866596762477,1,Event
2024-01-12 21:00:00,21,4,0,76.42580472427142,1,Event
2024-01-12 22:00:00,22,4,0,88.57731360896388,1,Event
2024-01-12 23:00:00,23,4,0,53.02969145677118,1,Event
2024-01-13 00:00:00,0,5,1,8.162949207521184,0,Weekend
2024-01-13 01:00:00,1,5,1,6.529760039349396,0,Weekend
2024-01-13 02:00:00,2,5,1,6.428424867883091,0,Weekend
2024-01-13 03:00:00,3,5,1,7.676210093261796,0,Weekend
2024-01-13 04:00:00,4,5,1,7.71543724052033,0,Weekend
2024-01-13 05:00:00,5,5,1,6.667567193512385,0,Weekend
2024-01-13 06:00:00,6,5,1,6.391445892718983,0,Weekend
2024-01-13 07:00:00,7,5,1,22.05595840850134,0,Weekend
2024-01-13 08:00:00,8,5,1,24.83719874539834,0,Weekend
2024-01-13 09:00:00,9,5,1,19.502281540739638,0,Weekend
2024-01-13 10:00:00,10,5,1,26.67451690076232,0,Weekend
2024-01-13 11:00:00,11,5,1,20.474810954159274,0,Weekend
2024-01-13 12:00:00,12,5,1,21.290666096437487,0,Weekend
2024-01-13 13:00:00,13,5,1,20.708798937749005,0,Weekend
2024-01-13 14:00:00,14,5,1,25.101610253163216,0,Weekend
2024-01-13 15:00:00,15,5,1,23.206892568979274,0,Weekend
2024-01-13 16:00:00,16,5,1,20.846055438107665,0,Weekend
2024-01-13 17:00:00,17,5,1,75.76332869057916,0,Weekend
2024-01-13 18:00:00,18,5,1,61.72616601034431,0,Weekend
2024-01-13 19:00:00,19,5,1,65.74907201586157,0,Weekend
2024-01-13 20:00:00,20,5,1,66.39747204474102,0,Weekend
2024-01-13 21:00:00,21,5,1,69.85812908014385,0,Weekend
2024-01-13 22:00:00,22,5,1,65.71477284142046,0,Weekend
2024-01-13 23:00:00,23,5,1,13.134934704095793,0,Weekend
2024-01-14 00:00:00,0,6,1,7.875198344939461,0,Weekend
2024-01-14 01:00:00,1,6,1,6.960763049670668,0,Weekend
2024-01-14 02:00:00,2,6,1,9.310901250546051,0,Weekend
2024-01-14 03:00:00,3,6,1,8.092892184061359,0,Weekend
2024-01-14 04:00:00,4,6,1,7.656309954774099,0,Weekend
2024-01-14 05:00:00,5,6,1,7.2021033379180786,0,Weekend
2024-01-14 06:00:00,6,6,1,7.83291029434819,0,Weekend
2024-01-14 07:00:00,7,6,1,26.35025754142692,0,Weekend
2024-01-14 08:00:00,8,6,1,23.0238528964192,0,Weekend
2024-01-14 09:00:00,9,6,1,19.119394396842686,0,Weekend
2024-01-14 10:00:00,10,6,1,22.22222147373212,0,Weekend
2024-01-14 11:00:00,11,6,1,24.82823396507771,0,Weekend
2024-01-14 12:00:00,12,6,1,23.659528180200212,0,Weekend
2024-01-14 13:00:00,13,6,1,22.243794120230213,0,Weekend
2024-01-14 14:00:00,14,6,1,25.28451002202003,0,Weekend
2024-01-14 15:00:00,15,6,1,22.855100130341576,0,Weekend
2024-01-14 16:00:00,16,6,1,26.1228789667696,0,Weekend
2024-01-14 17:00:00,17,6,1,52.20602548723437,0,Weekend
2024-01-14 18:00:00,18,6,1,50.37831564629469,0,Weekend
2024-01-14 19:00:00,19,6,1,59.55259792878815,0,Weekend
2024-01-14 20:00:00,20,6,1,49.23236630923195,0,Weekend
2024-01-14 21:00:00,21,6,1,60.85757778961093,0,Weekend
2024-01-14 22:00:00,22,6,1,58.4524461924192,0,Weekend
2024-01-14 23:00:00,23,6,1,16.219257257125342,0,Weekend
2024-01-15 00:00:00,0,0,0,3.8621585739313535,0,Weekday
2024-01-15 01:00:00,1,0,0,5.141152091465753,0,Weekday
2024-01-15 02:00:00,2,0,0,4.253149940653133,0,Weekday
2024-01-15 03:00:00,3,0,0,4.893757499462064,0,Weekday
2024-01-15 04:00:00,4,0,0,4.620371037562463,0,Weekday
2024-01-15 05:00:00,5,0,0,5.41586316381987,0,Weekday
2024-01-15 06:00:00,6,0,0,5.423035555189483,0,Weekday
2024-01-15 07:00:00,7,0,0,16.021485485960184,0,Weekday
2024-01-15 08:00:00,8,0,0,14.790369085472467,0,Weekday
2024-01-15 09:00:00,9,0,0,13.38739864277221,0,Weekday
2024-01-15 10:00:00,10,0,0,12.548296296984454,0,Weekday
2024-01-15 11:00:00,11,0,0,15.402463492431014,0,Weekday
2024-01-15 12:00:00,12,0,0,14.059911183224486,0,Weekday
2024-01-15 13:00:00,13,0,0,14.653367797375873,0,Weekday
2024-01-15 14:00:00,14,0,0,13.858654379801571,0,Weekday
2024-01-15 15:00:00,15,0,0,16.645644075933767,0,Weekday
2024-01-15 16:00:00,16,0,0,13.917356196614925,0,Weekday
2024-01-15 17:00:00,17,0,0,38.839160367991454,0,Weekday
2024-01-15 18:00:00,18,0,0,34.40616012375484,0,Weekday
2024-01-15 19:00:00,19,0,0,33.697842683339786,0,Weekday
2024-01-15 20:00:00,20,0,0,35.83613854038269,0,Weekday
2024-01-15 21:00:00,21,0,0,38.08360989647626,0,Weekday
2024-01-15 22:00:00,22,0,0,44.0693611110495,0,Weekday
2024-01-15 23:00:00,23,0,0,9.482174400777785,0,Weekday
2024-01-16 00:00:00,0,1,0,4.788031046664018,1,Event
2024-01-16 01:00:00,1,1,0,4.767601386385306,1,Event
2024-01-16 02:00:00,2,1,0,5.0450975542433785,1,Event
2024-01-16 03:00:00,3,1,0,5.376624242949127,1,Event
2024-01-16 04:00:00,4,1,0,4.752188947160702,1,Event
2024-01-16 05:00:00,5,1,0,5.419752291292429,1,Event
2024-01-16 06:00:00,6,1,0,4.97497512226568,1,Event
2024-01-16 07:00:00,7,1,0,12.547766577374016,1,Event
2024-01-16 08:00:00,8,1,0,14.776506915170188,1,Event
2024-01-16 09:00:00,9,1,0,13.417444166149204,1,Event
2024-01-16 10:00:00,10,1,0,17.4969009836869,1,Event
2024-01-16 11:00:00,11,1,0,12.733057754220908,1,Event
2024-01-16 12:00:00,12,1,0,15.303413202161858,1,Event
2024-01-16 13:00:00,13,1,0,15.901592151155016,1,Event
2024-01-16 14:00:00,14,1,0,15.346150960968327,1,Event
2024-01-16 15:00:00,15,1,0,17.88032835961396,1,Event
2024-01-16 16:00:00,16,1,0,16.58007117499152,1,Event
2024-01-16 17:00:00,17,1,0,30.607607382695242,1,Event
2024-01-16 18:00:00,18,1,0,82.10637677713628,1,Event
2024-01-16 19:00:00,19,1,0,83.19579602096424,1,Event
2024-01-16 20:00:00,20,1,0,84.78076984429678,1,Event
2024-01-16 21:00:00,21,1,0,78.69263533993495,1,Event
2024-01-16 22:00:00,22,1,0,91.58926322690375,1,Event
2024-01-16 23:00:00,23,1,0,53.03338292068846,1,Event
2024-01-17 00:00:00,0,2,0,4.865783689087012,0,Weekday
2024-01-17 01:00:00,1,2,0,4.866746048723622,0,Weekday
2024-01-17 02:00:00,2,2,0,5.027229872935739,0,Weekday
2024-01-17 03:00:00,3,2,0,4.947649762436899,0,Weekday
2024-01-17 04:00:00,4,2,0,4.52130639958878,0,Weekday
2024-01-17 05:00:00,5,2,0,4.855115237367742,0,Weekday
2024-01-17 06:00:00,6,2,0,4.400418086770248,0,Weekday
2024-01-17 07:00:00,7,2,0,15.013580230335902,0,Weekday
2024-01-17 08:00:00,8,2,0,13.736660135799386,0,Weekday
2024-01-17 09:00:00,9,2,0,14.63377333777531,0,Weekday
2024-01-17 10:00:00,10,2,0,14.960100445893971,0,Weekday
2024-01-17 11:00:00,11,2,0,16.03649219356149,0,Weekday
2024-01-17 12:00:00,12,2,0,13.259658211557094,0,Weekday
2024-01-17 13:00:00,13,2,0,16.299845034508756,0,Weekday
2024-01-17 14:00:00,14,2,0,16.40587618346874,0,Weekday
2024-01-17 15:00:00,15,2,0,15.087216941371512,0,Weekday
2024-01-17 16:00:00,16,2,0,15.516696238903119,0,Weekday
2024-01-17 17:00:00,17,2,0,39.63068140522323,0,Weekday
2024-01-17 18:00:00,18,2,0,35.88411427609046,0,Weekday
2024-01-17 19:00:00,19,2,0,41.39180290976222,0,Weekday
2024-01-17 20:00:00,20,2,0,34.32626259104974,0,Weekday
2024-01-17 21:00:00,21,2,0,38.7677551809903,0,Weekday
2024-01-17 22:00:00,22,2,0,45.156701067342844,0,Weekday
2024-01-17 23:00:00,23,2,0,11.991049489304109,0,Weekday
2024-01-18 00:00:00,0,3,0,4.832642198467827,0,Weekday
2024-01-18 01:00:00,1,3,0,4.975124080702499,0,Weekday
2024-01-18 02:00:00,2,3,0,4.60796619052074,0,Weekday
2024-01-18 03:00:00,3,3,0,4.608881453828902,0,Weekday
